2022-12-23T14:14:12.447528Z	   46 Query	commit
2022-12-23T14:14:12.447579Z	   46 Execute	SET TRANSACTION ISOLATION LEVEL READ COMMITTED
2022-12-23T14:14:12.447594Z	   48 Prepare	SELECT LAST_INSERT_ID()
2022-12-23T14:14:12.447610Z	   46 Execute	SELECT c_id FROM customer WHERE c_tax_id = '233LJ3090DM761'
2022-12-23T14:14:12.447671Z	   48 Execute	SELECT LAST_INSERT_ID()
2022-12-23T14:14:12.447704Z	   48 Execute	INSERT INTO trade(t_id, t_dts, t_st_id, t_tt_id, t_is_cash, t_s_symb, t_qty, t_bid_price, t_ca_id, t_exec_name, t_trade_price, t_chrg, t_comm, t_tax, t_lifo) VALUES (200000008727428, '2022-12-23 18:14:12', 'PNDG', 'TLB', 1, 'CRYS', 200, 24.91, 43000029033, 'Hubert Bollie', NULL, 3, 15.94, 0, 1)
2022-12-23T14:14:12.447846Z	   62 Execute	SELECT ct_amt, DATE_FORMAT(ct_dts, '%Y-%m-%d %H:%i:%s.%f'), ct_name FROM cash_transaction WHERE ct_t_id = 200000008381169
2022-12-23T14:14:12.448092Z	   62 Execute	SELECT DATE_FORMAT(th_dts, '%Y-%m-%d %H:%i:%s.%f'), th_st_id FROM trade_history WHERE th_t_id = 200000008381169 ORDER BY th_dts LIMIT 3
2022-12-23T14:14:12.448152Z	   46 Execute	SELECT c_st_id, c_l_name, c_f_name, c_m_name, c_gndr, c_tier, DATE_FORMAT(c_dob,'%Y-%m-%d'), c_ad_id, c_ctry_1, c_area_1, c_local_1, c_ext_1, c_ctry_2, c_area_2, c_local_2, c_ext_2, c_ctry_3, c_area_3, c_local_3, c_ext_3, c_email_1, c_email_2 FROM customer WHERE c_id = 4300002890
2022-12-23T14:14:12.449747Z	   62 Execute	SELECT t_bid_price, t_exec_name, t_is_cash, tt_is_mrkt, t_trade_price FROM trade, trade_type WHERE t_id = 200000004362251 AND t_tt_id = tt_id
2022-12-23T14:14:12.449847Z	   62 Execute	SELECT se_amt, DATE_FORMAT(se_cash_due_date, '%Y-%m-%d'), se_cash_type FROM settlement WHERE se_t_id = 200000004362251
2022-12-23T14:14:12.449985Z	   37 Execute	SELECT DATE_FORMAT(th_dts, '%Y-%m-%d %H:%i:%s.%f'), th_st_id FROM trade_history WHERE th_t_id = 200000006145828 ORDER BY th_dts LIMIT 3
2022-12-23T14:14:12.456625Z	   74 Execute	SELECT DATE_FORMAT(th_dts, '%Y-%m-%d %H:%i:%s.%f'), th_st_id FROM trade_history WHERE th_t_id = 200000005730700 ORDER BY th_dts LIMIT 3
2022-12-23T14:14:12.456691Z	   46 Execute	SELECT ca_id, ca_bal, COALESCE(SUM(hs_qty * lt_price),0) AS price_sum FROM customer_account LEFT OUTER JOIN holding_summary ON hs_ca_id = ca_id, last_trade WHERE ca_c_id = 4300002890 AND lt_s_symb = hs_s_symb GROUP BY ca_id,ca_bal ORDER BY price_sum ASC LIMIT 10
2022-12-23T14:14:12.457045Z	   67 Execute	SELECT ct_amt, DATE_FORMAT(ct_dts, '%Y-%m-%d %H:%i:%s.%f'), ct_name FROM cash_transaction WHERE ct_t_id = 200000004098965
2022-12-23T14:14:12.459709Z	   33 Execute	SELECT DATE_FORMAT(th_dts, '%Y-%m-%d %H:%i:%s.%f'), th_st_id FROM trade_history WHERE th_t_id = 200000004119157 ORDER BY th_dts LIMIT 3
2022-12-23T14:14:12.459895Z	   54 Query	commit
2022-12-23T14:14:12.459930Z	   66 Execute	SELECT ct_amt, DATE_FORMAT(ct_dts, '%Y-%m-%d %H:%i:%s.%f'), ct_name FROM cash_transaction WHERE ct_t_id = 200000003832202
2022-12-23T14:14:12.459992Z	   20 Execute	SELECT b_name FROM broker WHERE b_id = 4300000008
2022-12-23T14:14:12.460055Z	   75 Execute	SELECT se_amt, DATE_FORMAT(se_cash_due_date, '%Y-%m-%d'), se_cash_type FROM settlement WHERE se_t_id = 200000002050628
2022-12-23T14:14:12.460182Z	   23 Execute	SELECT lt_price, lt_open_price, lt_vol FROM last_trade WHERE lt_s_symb = 'MCBCPRA'
2022-12-23T14:14:12.460538Z	   86 Execute	SET TRANSACTION ISOLATION LEVEL REPEATABLE READ
2022-12-23T14:14:12.460914Z	   86 Execute	UPDATE last_trade SET lt_price = 25.53, lt_vol = lt_vol + 425, lt_dts = '2022-12-23 18:14:12' WHERE lt_s_symb = 'BYBIPRB'
2022-12-23T14:14:12.461057Z	   55 Execute	SELECT se_amt, DATE_FORMAT(se_cash_due_date, '%Y-%m-%d'), se_cash_type FROM settlement WHERE se_t_id = 200000002019730
2022-12-23T14:14:12.461178Z	   16 Execute	SELECT se_amt, DATE_FORMAT(se_cash_due_date, '%Y-%m-%d'), se_cash_type FROM settlement WHERE se_t_id = 200000000388623
2022-12-23T14:14:12.461277Z	   72 Execute	SELECT DATE_FORMAT(th_dts, '%Y-%m-%d %H:%i:%s.%f'), th_st_id FROM trade_history WHERE th_t_id = 200000005275945 ORDER BY th_dts LIMIT 3
2022-12-23T14:14:12.461685Z	   20 Execute	SELECT ap_acl FROM account_permission WHERE ap_ca_id = 43000002093 AND ap_f_name = 'Lovella' AND ap_l_name = 'Oberdorf' AND ap_tax_id = '798JD9785WW373'
2022-12-23T14:14:12.461867Z	   54 Execute	SET TRANSACTION ISOLATION LEVEL READ COMMITTED
2022-12-23T14:14:12.462142Z	   54 Execute	SELECT c_st_id, c_l_name, c_f_name, c_m_name, c_gndr, c_tier, DATE_FORMAT(c_dob,'%Y-%m-%d'), c_ad_id, c_ctry_1, c_area_1, c_local_1, c_ext_1, c_ctry_2, c_area_2, c_local_2, c_ext_2, c_ctry_3, c_area_3, c_local_3, c_ext_3, c_email_1, c_email_2 FROM customer WHERE c_id = 4300001800
2022-12-23T14:14:12.462359Z	   31 Execute	SELECT h_qty, h_price FROM holding WHERE h_ca_id = 43000007992 AND h_s_symb = 'EBNX' ORDER BY h_dts ASC
2022-12-23T14:14:12.462596Z	   42 Execute	SELECT cr_rate FROM commission_rate WHERE cr_c_tier = 2 AND cr_tt_id = 'TMB' AND cr_ex_id = 'NASDAQ' AND cr_from_qty <= 100 AND cr_to_qty >= 100
2022-12-23T14:14:12.462776Z	   37 Execute	SELECT t_exec_name FROM trade WHERE t_id = 200000008048577
2022-12-23T14:14:12.462908Z	   73 Query	commit
2022-12-23T14:14:12.462956Z	   66 Execute	SELECT DATE_FORMAT(th_dts, '%Y-%m-%d %H:%i:%s.%f'), th_st_id FROM trade_history WHERE th_t_id = 200000003832202 ORDER BY th_dts LIMIT 3
2022-12-23T14:14:12.463055Z	   67 Execute	SELECT DATE_FORMAT(th_dts, '%Y-%m-%d %H:%i:%s.%f'), th_st_id FROM trade_history WHERE th_t_id = 200000004098965 ORDER BY th_dts LIMIT 3
2022-12-23T14:14:12.463235Z	   23 Execute	SELECT DATE_FORMAT(ni_dts, '%Y-%m-%d %H:%i:%s.%f'), ni_source, ni_author, ni_headline, ni_summary FROM news_xref, news_item WHERE ni_id = nx_ni_id AND nx_co_id = 4300002296 LIMIT 2
2022-12-23T14:14:12.463392Z	   73 Execute	SET TRANSACTION ISOLATION LEVEL READ COMMITTED
2022-12-23T14:14:12.463521Z	   20 Execute	SELECT co_id FROM company WHERE co_name = 'Bel Fuse, Inc.'
2022-12-23T14:14:12.463636Z	   75 Execute	SELECT ct_amt, DATE_FORMAT(ct_dts, '%Y-%m-%d %H:%i:%s.%f'), ct_name FROM cash_transaction WHERE ct_t_id = 200000002050628
2022-12-23T14:14:12.463702Z	   73 Close stmt	
2022-12-23T14:14:12.463716Z	   74 Execute	SELECT se_amt, DATE_FORMAT(se_cash_due_date, '%Y-%m-%d'), se_cash_type FROM settlement WHERE se_t_id = 200000005732207
2022-12-23T14:14:12.464264Z	   54 Execute	SELECT ca_id, ca_bal, COALESCE(SUM(hs_qty * lt_price),0) AS price_sum FROM customer_account LEFT OUTER JOIN holding_summary ON hs_ca_id = ca_id, last_trade WHERE ca_c_id = 4300001800 AND lt_s_symb = hs_s_symb GROUP BY ca_id,ca_bal ORDER BY price_sum ASC LIMIT 10
2022-12-23T14:14:12.464576Z	   37 Execute	UPDATE trade SET t_exec_name = 'Steve X Baldino' WHERE t_id = 200000008048577
2022-12-23T14:14:12.464680Z	   72 Execute	SELECT se_amt, DATE_FORMAT(se_cash_due_date, '%Y-%m-%d'), se_cash_type FROM settlement WHERE se_t_id = 200000005276368
2022-12-23T14:14:12.464742Z	   55 Execute	SELECT ct_amt, DATE_FORMAT(ct_dts, '%Y-%m-%d %H:%i:%s.%f'), ct_name FROM cash_transaction WHERE ct_t_id = 200000002019730
2022-12-23T14:14:12.464819Z	   33 Execute	SELECT se_amt, DATE_FORMAT(se_cash_due_date, '%Y-%m-%d'), se_cash_type FROM settlement WHERE se_t_id = 200000004120534
2022-12-23T14:14:12.464884Z	   16 Execute	SELECT ct_amt, DATE_FORMAT(ct_dts, '%Y-%m-%d %H:%i:%s.%f'), ct_name FROM cash_transaction WHERE ct_t_id = 200000000388623
2022-12-23T14:14:12.464945Z	   20 Execute	SELECT s_ex_id, s_name, s_symb FROM security WHERE s_co_id = 4300000515 AND s_issue = 'COMMON'
2022-12-23T14:14:12.465031Z	   47 Execute	SELECT co_name, in_name FROM company_competitor, company, industry WHERE cp_co_id = 4300000374 AND co_id = cp_comp_co_id AND in_id = cp_in_id LIMIT 3
2022-12-23T14:14:12.465246Z	   75 Execute	SELECT DATE_FORMAT(th_dts, '%Y-%m-%d %H:%i:%s.%f'), th_st_id FROM trade_history WHERE th_t_id = 200000002050628 ORDER BY th_dts LIMIT 3
2022-12-23T14:14:12.465302Z	   67 Execute	SELECT se_amt, DATE_FORMAT(se_cash_due_date, '%Y-%m-%d'), se_cash_type FROM settlement WHERE se_t_id = 200000004110149
2022-12-23T14:14:12.465400Z	   46 Query	commit
2022-12-23T14:14:12.465607Z	   42 Execute	SELECT ch_chrg FROM charge WHERE ch_c_tier = 2 AND ch_tt_id = 'TMB'
2022-12-23T14:14:12.465722Z	   74 Execute	SELECT ct_amt, DATE_FORMAT(ct_dts, '%Y-%m-%d %H:%i:%s.%f'), ct_name FROM cash_transaction WHERE ct_t_id = 200000005732207
2022-12-23T14:14:12.465828Z	   86 Execute	SELECT tr_t_id, tr_bid_price, tr_tt_id, tr_qty FROM trade_request WHERE tr_s_symb = 'BYBIPRB' AND ((tr_tt_id = 'TSL' AND tr_bid_price >= 25.53) OR (tr_tt_id = 'TLS' AND tr_bid_price <= 25.53) OR (tr_tt_id = 'TLB' AND tr_bid_price >= 25.53))
2022-12-23T14:14:12.465971Z	   55 Execute	SELECT DATE_FORMAT(th_dts, '%Y-%m-%d %H:%i:%s.%f'), th_st_id FROM trade_history WHERE th_t_id = 200000002019730 ORDER BY th_dts LIMIT 3
2022-12-23T14:14:12.466073Z	   37 Execute	SELECT t_bid_price, t_exec_name, t_is_cash, tt_is_mrkt, t_trade_price FROM trade, trade_type WHERE t_id = 200000008048577 AND t_tt_id = tt_id
2022-12-23T14:14:12.466279Z	   23 Query	commit
2022-12-23T14:14:12.466308Z	   72 Execute	SELECT ct_amt, DATE_FORMAT(ct_dts, '%Y-%m-%d %H:%i:%s.%f'), ct_name FROM cash_transaction WHERE ct_t_id = 200000005276368
2022-12-23T14:14:12.466408Z	   46 Execute	SET TRANSACTION ISOLATION LEVEL READ COMMITTED
2022-12-23T14:14:12.466474Z	   16 Execute	SELECT DATE_FORMAT(th_dts, '%Y-%m-%d %H:%i:%s.%f'), th_st_id FROM trade_history WHERE th_t_id = 200000000388623 ORDER BY th_dts LIMIT 3
2022-12-23T14:14:12.466526Z	   20 Execute	SELECT lt_price FROM last_trade WHERE lt_s_symb = 'BELF'
2022-12-23T14:14:12.466607Z	   73 Prepare	SELECT b_name, SUM(tr_qty * tr_bid_price) AS price_sum FROM trade_request, sector, industry, company, broker, security WHERE tr_b_id = b_id AND tr_s_symb = s_symb AND s_co_id = co_id AND co_in_id = in_id AND sc_id = in_sc_id AND b_name IN ('Vincent U. Tena', 'Jackie B. Mallo', 'Sylvia P. Stieff', 'Daniel C. Macadangdang', 'Jo W. Lyng', 'Sam V. Peffer', 'Denise U. Woelfel', 'Maria F. Wasco', 'Albert Z. Titlow', 'Walter M. Attaway', 'Fred P. Haviland', 'Anthony E. Rega', 'Timothy W. Yerbic', 'Tam B. Fernberg', 'Ronald Y. Thatch', 'Nicole W. Akiona', 'James Q. Knoll', 'Oscar Z. Wolfer', 'Alfred L. Laurey', 'Joe D. Hollenberg', 'Pedro P. Kovarovic', 'Clint G. Lindenpitz') AND sc_name = 'Services' GROUP BY b_name ORDER BY price_sum DESC
2022-12-23T14:14:12.467093Z	   79 Execute	INSERT INTO trade_history(th_t_id, th_dts, th_st_id) VALUES(200000008727400, '2022-12-23 18:14:12.000000', 'CMPT')
2022-12-23T14:14:12.467168Z	   79 Execute	UPDATE broker SET b_comm_total = b_comm_total + 7.47, b_num_trades = b_num_trades + 1 WHERE b_id = 4300000043
2022-12-23T14:14:12.467239Z	   79 Execute	INSERT INTO settlement(se_t_id, se_cash_type, se_cash_due_date, se_amt) VALUES(200000008727400, 'Cash Account', '2022-12-25', -2087.97)
2022-12-23T14:14:12.467300Z	   79 Execute	UPDATE customer_account SET ca_bal = ca_bal + -2087.97 WHERE ca_id = 43000046165
2022-12-23T14:14:12.467373Z	   21 Query	commit
2022-12-23T14:14:12.467422Z	   21 Execute	SET TRANSACTION ISOLATION LEVEL READ COMMITTED
2022-12-23T14:14:12.467596Z	   21 Close stmt	
2022-12-23T14:14:12.467716Z	   79 Execute	INSERT INTO cash_transaction(ct_dts, ct_t_id, ct_amt, ct_name) VALUES('2022-12-23 18:14:12.000000', 200000008727400, -2087.97, 'Market-Buy 100 shared of PREF_A of SourceCorp, Inc.')
2022-12-23T14:14:12.467872Z	   79 Execute	SELECT ca_bal FROM customer_account WHERE ca_id = 43000046165
2022-12-23T14:14:12.467969Z	    8 Execute	INSERT INTO trade_history(th_t_id, th_dts, th_st_id) VALUES(200000008727388, '2022-12-23 18:14:12.000000', 'CMPT')
2022-12-23T14:14:12.468058Z	   21 Prepare	SELECT b_name, SUM(tr_qty * tr_bid_price) AS price_sum FROM trade_request, sector, industry, company, broker, security WHERE tr_b_id = b_id AND tr_s_symb = s_symb AND s_co_id = co_id AND co_in_id = in_id AND sc_id = in_sc_id AND b_name IN ('Alfred L. Laurey', 'Leonard J. Ridpath', 'Sylvia P. Stieff', 'Stefania L. Junk', 'Albert V. Medler', 'Albert Z. Titlow', 'Wayne L. Warney', 'Donald A. Gunsolus', 'Carrie G. Sheffey', 'Jo W. Lyng', 'Joseph D. Lofties', 'Vincent U. Tena', 'Michael X. Gramlich', 'Floretta E. Coner', 'Elizabeth O. Peli', 'Chris I. Triveno', 'Mabel G. Clawson', 'Clint G. Lindenpitz', 'Walter M. Attaway', 'David N. Kallenberger', 'Betty K. Hoffner', 'Pedro P. Kovarovic', 'Raymond N. Pullman', 'Juanita K. Reddout') AND sc_name = 'Transportation' GROUP BY b_name ORDER BY price_sum DESC
2022-12-23T14:14:12.468084Z	   79 Query	commit
2022-12-23T14:14:12.468207Z	   85 Execute	UPDATE customer_account SET ca_bal = ca_bal + -4273.81 WHERE ca_id = 43000014271
2022-12-23T14:14:12.468290Z	   21 Execute	SELECT b_name, SUM(tr_qty * tr_bid_price) AS price_sum FROM trade_request, sector, industry, company, broker, security WHERE tr_b_id = b_id AND tr_s_symb = s_symb AND s_co_id = co_id AND co_in_id = in_id AND sc_id = in_sc_id AND b_name IN ('Alfred L. Laurey', 'Leonard J. Ridpath', 'Sylvia P. Stieff', 'Stefania L. Junk', 'Albert V. Medler', 'Albert Z. Titlow', 'Wayne L. Warney', 'Donald A. Gunsolus', 'Carrie G. Sheffey', 'Jo W. Lyng', 'Joseph D. Lofties', 'Vincent U. Tena', 'Michael X. Gramlich', 'Floretta E. Coner', 'Elizabeth O. Peli', 'Chris I. Triveno', 'Mabel G. Clawson', 'Clint G. Lindenpitz', 'Walter M. Attaway', 'David N. Kallenberger', 'Betty K. Hoffner', 'Pedro P. Kovarovic', 'Raymond N. Pullman', 'Juanita K. Reddout') AND sc_name = 'Transportation' GROUP BY b_name ORDER BY price_sum DESC
2022-12-23T14:14:12.469088Z	   81 Execute	INSERT INTO trade_history(th_t_id, th_dts, th_st_id) VALUES(200000008727297, '2022-12-23 18:14:12.000000', 'CMPT')
2022-12-23T14:14:12.469158Z	   11 Execute	UPDATE customer_account SET ca_bal = ca_bal + 10595.7 WHERE ca_id = 43000013241
2022-12-23T14:14:12.469332Z	    8 Execute	UPDATE broker SET b_comm_total = b_comm_total + 18.24, b_num_trades = b_num_trades + 1 WHERE b_id = 4300000032
2022-12-23T14:14:12.469689Z	   11 Execute	INSERT INTO cash_transaction(ct_dts, ct_t_id, ct_amt, ct_name) VALUES('2022-12-23 18:14:12.000000', 200000008727371, 10595.7, 'Limit-Sell 400 shared of COMMON of IES Utilities, Inc.')
2022-12-23T14:14:12.469749Z	   85 Execute	INSERT INTO cash_transaction(ct_dts, ct_t_id, ct_amt, ct_name) VALUES('2022-12-23 18:14:12.000000', 200000008727373, -4273.81, 'Market-Buy 200 shared of PREF_C of Steel Dynamics, Inc.')
2022-12-23T14:14:12.469794Z	   81 Execute	UPDATE broker SET b_comm_total = b_comm_total + 31.86, b_num_trades = b_num_trades + 1 WHERE b_id = 4300000029
2022-12-23T14:14:12.469876Z	    8 Execute	INSERT INTO settlement(se_t_id, se_cash_type, se_cash_due_date, se_amt) VALUES(200000008727388, 'Cash Account', '2022-12-25', 5313.3018)
2022-12-23T14:14:12.469953Z	   11 Execute	SELECT ca_bal FROM customer_account WHERE ca_id = 43000013241
2022-12-23T14:14:12.470001Z	   85 Execute	SELECT ca_bal FROM customer_account WHERE ca_id = 43000014271
2022-12-23T14:14:12.470050Z	   81 Execute	INSERT INTO settlement(se_t_id, se_cash_type, se_cash_due_date, se_amt) VALUES(200000008727297, 'Cash Account', '2022-12-25', 10093.32)
2022-12-23T14:14:12.470101Z	   85 Query	commit
2022-12-23T14:14:12.470180Z	    8 Execute	UPDATE customer_account SET ca_bal = ca_bal + 5313.3018 WHERE ca_id = 43000034453
2022-12-23T14:14:12.470272Z	   81 Execute	UPDATE customer_account SET ca_bal = ca_bal + 10093.32 WHERE ca_id = 43000023601
2022-12-23T14:14:12.470863Z	   81 Execute	INSERT INTO cash_transaction(ct_dts, ct_t_id, ct_amt, ct_name) VALUES('2022-12-23 18:14:12.000000', 200000008727297, 10093.32, 'Stop-Loss 400 shared of COMMON of Pactiv Corporation')
2022-12-23T14:14:12.470946Z	    8 Execute	INSERT INTO cash_transaction(ct_dts, ct_t_id, ct_amt, ct_name) VALUES('2022-12-23 18:14:12.000000', 200000008727388, 5313.3018, 'Market-Sell 200 shared of COMMON of Collateral Therapeutics, Inc.')
2022-12-23T14:14:12.471311Z	   26 Query	commit
2022-12-23T14:14:12.471392Z	   81 Execute	SELECT ca_bal FROM customer_account WHERE ca_id = 43000023601
2022-12-23T14:14:12.471581Z	    8 Execute	SELECT ca_bal FROM customer_account WHERE ca_id = 43000034453
2022-12-23T14:14:12.471895Z	   80 Execute	SET TRANSACTION ISOLATION LEVEL SERIALIZABLE
2022-12-23T14:14:12.471923Z	   80 Execute	SELECT t_ca_id, t_tt_id, t_s_symb, t_qty, t_chrg, t_lifo, t_is_cash FROM trade WHERE t_id = 200000008727419
2022-12-23T14:14:12.471996Z	   80 Execute	SELECT tt_name, tt_is_sell, tt_is_mrkt FROM trade_type WHERE tt_id = 'TMS'
2022-12-23T14:14:12.472049Z	   80 Execute	SELECT hs_qty FROM holding_summary WHERE hs_ca_id = 43000030353 AND hs_s_symb = 'AN'
2022-12-23T14:14:12.472125Z	   80 Execute	SELECT ca_b_id, ca_c_id, ca_tax_st FROM customer_account WHERE ca_id = 43000030353
2022-12-23T14:14:12.472179Z	   80 Execute	UPDATE holding_summary SET hs_qty = -2400 WHERE hs_ca_id = 43000030353 AND hs_s_symb = 'AN'
2022-12-23T14:14:12.472292Z	   80 Execute	INSERT INTO holding_history(hh_h_t_id, hh_t_id, hh_before_qty, hh_after_qty) VALUES(200000008727419, 200000008727419, 0, -400)
